"gene_id"	"bp_length"	"symbol"
"53295"	"ENSG00000274256.1"	247	NA
"53296"	"ENSG00000274258.1"	89	MIR6728
"53297"	"ENSG00000274259.2"	779	NA
"53298"	"ENSG00000274261.1"	318	NA
"53299"	"ENSG00000274263.1"	59	MIR7702
"53300"	"ENSG00000274265.4"	1331	NA
"53301"	"ENSG00000274266.1"	206	SNORA73A
"53302"	"ENSG00000274267.1"	411	HIST1H3B
"53303"	"ENSG00000274269.1"	572	NA
"53304"	"ENSG00000274270.1"	2648	NA
"53305"	"ENSG00000274272.1"	4401	NA
"53306"	"ENSG00000274274.1"	530	c("GAGE2B", "GAGE13")
"53307"	"ENSG00000274275.1"	325	NA
"53308"	"ENSG00000274276.4"	4004	CBSL
"53309"	"ENSG00000274279.1"	4214	NA
"53310"	"ENSG00000274280.1"	79	MIR6069
"53311"	"ENSG00000274281.1"	2127	NA
"53312"	"ENSG00000274282.1"	842	NA
"53313"	"ENSG00000274284.1"	102	NA
"53314"	"ENSG00000274286.1"	3371	ADRA2B
"53315"	"ENSG00000274290.2"	2585	HIST1H2BE
"53316"	"ENSG00000274292.1"	2607	NA
"53317"	"ENSG00000274293.1"	89	NA
"53318"	"ENSG00000274294.1"	621	NA
"53319"	"ENSG00000274295.1"	581	NA
"53320"	"ENSG00000274297.1"	588	NA
"53321"	"ENSG00000274299.1"	1059	NA
"53322"	"ENSG00000274300.1"	70	MIR6864
"53323"	"ENSG00000274303.1"	298	NA
"53324"	"ENSG00000274306.1"	79	MIR5088
"53325"	"ENSG00000274307.1"	2400	NA
"53326"	"ENSG00000274308.1"	814	NA
"53327"	"ENSG00000274309.1"	132	SNORA71E
"53328"	"ENSG00000274310.1"	619	NA
"53329"	"ENSG00000274312.1"	551	NA
"53330"	"ENSG00000274314.1"	69	MIR6749
"53331"	"ENSG00000274315.1"	503	NA
"53332"	"ENSG00000274316.1"	995	NA
"53333"	"ENSG00000274317.1"	4959	NA
"53334"	"ENSG00000274319.1"	330	NA
"53335"	"ENSG00000274321.1"	171	NA
"53336"	"ENSG00000274322.1"	1375	NA
"53337"	"ENSG00000274326.1"	261	NA
"53338"	"ENSG00000274328.1"	389	NA
"53339"	"ENSG00000274330.1"	2203	NA
"53340"	"ENSG00000274331.1"	1708	NA
"53341"	"ENSG00000274333.4"	8756	NA
"53342"	"ENSG00000274340.1"	1549	NA
"53343"	"ENSG00000274341.1"	297	NA
"53344"	"ENSG00000274342.1"	181	NA
"53345"	"ENSG00000274343.1"	2099	NA
"53346"	"ENSG00000274344.1"	72	NA
"53347"	"ENSG00000274346.1"	556	NA
"53348"	"ENSG00000274347.1"	303	NA
"53349"	"ENSG00000274349.4"	4843	ZNF658
"53350"	"ENSG00000274350.1"	223	NA
"53351"	"ENSG00000274351.1"	1244	NA
"53352"	"ENSG00000274353.1"	220	NA
"53353"	"ENSG00000274354.1"	713	NA
"53354"	"ENSG00000274355.1"	472	NA
"53355"	"ENSG00000274356.1"	411	NA
"53356"	"ENSG00000274357.1"	275	NA
"53357"	"ENSG00000274363.1"	740	NA
"53358"	"ENSG00000274364.1"	364	NA
"53359"	"ENSG00000274365.1"	192	NA
"53360"	"ENSG00000274367.1"	417	NA
"53361"	"ENSG00000274369.1"	1115	NA
"53362"	"ENSG00000274370.1"	611	NA
"53363"	"ENSG00000274372.4"	588	NA
"53364"	"ENSG00000274373.1"	705	NA
"53365"	"ENSG00000274374.1"	1165	NA
"53366"	"ENSG00000274376.4"	4875	ADAMTS7P1
"53367"	"ENSG00000274378.1"	416	NA
"53368"	"ENSG00000274379.1"	482	NA
"53369"	"ENSG00000274380.1"	79	MIR6801
"53370"	"ENSG00000274381.1"	285	NA
"53371"	"ENSG00000274383.1"	520	NA
"53372"	"ENSG00000274385.1"	107	NA
"53373"	"ENSG00000274386.5"	4373	LOC100129924
"53374"	"ENSG00000274387.1"	604	NA
"53375"	"ENSG00000274390.1"	66	MIR6885
"53376"	"ENSG00000274391.4"	2596	TPTE
"53377"	"ENSG00000274395.1"	1015	NA
"53378"	"ENSG00000274396.1"	102	NA
"53379"	"ENSG00000274397.1"	1016	NA
"53380"	"ENSG00000274398.1"	1614	NA
"53381"	"ENSG00000274400.1"	476	NA
"53382"	"ENSG00000274403.1"	629	NA
"53383"	"ENSG00000274408.1"	123	NA
"53384"	"ENSG00000274409.1"	180	NA
"53385"	"ENSG00000274414.1"	2335	NA
"53386"	"ENSG00000274415.1"	668	NA
"53387"	"ENSG00000274417.1"	57	MIR6515
"53388"	"ENSG00000274419.6"	2116	LOC101060389
"53389"	"ENSG00000274420.1"	124	NA
"53390"	"ENSG00000274421.1"	1246	NA
"53391"	"ENSG00000274422.1"	3293	NA
"53392"	"ENSG00000274423.1"	573	NA
"53393"	"ENSG00000274424.1"	291	NA
"53394"	"ENSG00000274425.1"	2813	NA
"53395"	"ENSG00000274427.1"	239	NA
"53396"	"ENSG00000274428.1"	160	NA
"53397"	"ENSG00000274430.1"	135	NA
"53398"	"ENSG00000274432.1"	191	NA
"53399"	"ENSG00000274441.1"	396	NA
"53400"	"ENSG00000274443.4"	658	C8orf89
"53401"	"ENSG00000274444.1"	398	NA
"53402"	"ENSG00000274445.1"	241	NA
"53403"	"ENSG00000274446.1"	129	NA
"53404"	"ENSG00000274447.1"	450	NA
"53405"	"ENSG00000274450.1"	117	NA
"53406"	"ENSG00000274451.1"	319	NA
"53407"	"ENSG00000274452.1"	191	NA
"53408"	"ENSG00000274455.1"	745	NA
"53409"	"ENSG00000274457.1"	151	NA
"53410"	"ENSG00000274458.1"	128	NA
"53411"	"ENSG00000274459.1"	279	NA
"53412"	"ENSG00000274460.1"	1491	NA
"53413"	"ENSG00000274461.1"	2101	NA
"53414"	"ENSG00000274466.1"	116	MIR1273H
"53415"	"ENSG00000274467.1"	116	NA
"53416"	"ENSG00000274468.1"	298	NA
"53417"	"ENSG00000274469.1"	449	NA
"53418"	"ENSG00000274471.1"	883	NA
"53419"	"ENSG00000274472.1"	102	NA
"53420"	"ENSG00000274475.1"	299	NA
"53421"	"ENSG00000274478.1"	724	NA
"53422"	"ENSG00000274481.1"	400	NA
"53423"	"ENSG00000274484.1"	101	NA
"53424"	"ENSG00000274486.1"	697	NA
"53425"	"ENSG00000274487.1"	1555	LOC440434
"53426"	"ENSG00000274489.1"	608	NA
"53427"	"ENSG00000274491.1"	112	NA
"53428"	"ENSG00000274492.1"	2544	NA
"53429"	"ENSG00000274493.1"	220	NA
"53430"	"ENSG00000274494.1"	72	MIR6832
"53431"	"ENSG00000274499.1"	1507	NA
"53432"	"ENSG00000274500.1"	99	NA
"53433"	"ENSG00000274501.1"	306	NA
"53434"	"ENSG00000274502.1"	204	NA
"53435"	"ENSG00000274503.1"	315	NA
"53436"	"ENSG00000274505.1"	283	NA
"53437"	"ENSG00000274507.1"	297	NA
"53438"	"ENSG00000274508.1"	557	NA
"53439"	"ENSG00000274510.1"	282	NA
"53440"	"ENSG00000274512.5"	2248	c("TBC1D3", "TBC1D3L")
"53441"	"ENSG00000274514.1"	277	NA
"53442"	"ENSG00000274515.1"	423	NA
"53443"	"ENSG00000274516.1"	1802	FAM74A6
"53444"	"ENSG00000274520.1"	87	NA
"53445"	"ENSG00000274523.4"	4196	RCC1L
"53446"	"ENSG00000274525.1"	246	NA
"53447"	"ENSG00000274527.5"	3406	KDM4C
"53448"	"ENSG00000274528.1"	866	NA
"53449"	"ENSG00000274529.5"	666	SEBOX
"53450"	"ENSG00000274532.1"	202	NA
"53451"	"ENSG00000274535.1"	78	NA
"53452"	"ENSG00000274536.5"	1815	MIR223
"53453"	"ENSG00000274541.1"	303	NA
"53454"	"ENSG00000274544.1"	75	SNORD28
"53455"	"ENSG00000274547.1"	196	NA
"53456"	"ENSG00000274549.1"	410	NA
"53457"	"ENSG00000274551.1"	290	NA
"53458"	"ENSG00000274552.1"	59	MIR6889
"53459"	"ENSG00000274553.1"	2791	NA
"53460"	"ENSG00000274554.1"	2685	NA
"53461"	"ENSG00000274559.2"	378	NA
"53462"	"ENSG00000274560.1"	449	NA
"53463"	"ENSG00000274561.1"	446	NA
"53464"	"ENSG00000274562.1"	555	NA
"53465"	"ENSG00000274565.1"	1154	NA
"53466"	"ENSG00000274568.1"	290	NA
"53467"	"ENSG00000274569.1"	399	NA
"53468"	"ENSG00000274570.4"	2240	NA
"53469"	"ENSG00000274572.1"	118	NA
"53470"	"ENSG00000274576.2"	358	NA
"53471"	"ENSG00000274578.1"	471	NA
"53472"	"ENSG00000274579.1"	123	NA
"53473"	"ENSG00000274582.1"	137	SNORA16A
"53474"	"ENSG00000274583.1"	1956	c("FAM74A4", "FAM74A6")
"53475"	"ENSG00000274584.1"	309	NA
"53476"	"ENSG00000274585.1"	191	RNU2-1
"53477"	"ENSG00000274588.1"	7407	DGKK
"53478"	"ENSG00000274589.1"	305	NA
"53479"	"ENSG00000274591.1"	368	NA
"53480"	"ENSG00000274594.1"	285	NA
"53481"	"ENSG00000274598.1"	664	NA
"53482"	"ENSG00000274599.2"	1269	NA
"53483"	"ENSG00000274600.1"	6105	RIMBP3B
"53484"	"ENSG00000274601.1"	283	NA
"53485"	"ENSG00000274602.4"	4812	PI4KAP1
"53486"	"ENSG00000274603.1"	109	NA
"53487"	"ENSG00000274605.1"	913	LOC105370333
"53488"	"ENSG00000274606.1"	213	NA
"53489"	"ENSG00000274607.1"	122	NA
"53490"	"ENSG00000274611.3"	2063	TBC1D3
"53491"	"ENSG00000274612.1"	564	NA
"53492"	"ENSG00000274614.1"	582	NA
"53493"	"ENSG00000274615.1"	1300	NA
"53494"	"ENSG00000274617.1"	88	NA
"53495"	"ENSG00000274618.1"	312	HIST1H4F
"53496"	"ENSG00000274620.1"	109	MIR378J
"53497"	"ENSG00000274621.1"	67	MIR6867
"53498"	"ENSG00000274624.1"	830	NA
"53499"	"ENSG00000274625.1"	143	NA
"53500"	"ENSG00000274627.1"	5421	NA
"53501"	"ENSG00000274628.4"	7923	c("FAM95B1", "LOC105379252")
"53502"	"ENSG00000274629.1"	1016	NA
"53503"	"ENSG00000274630.1"	156	NA
"53504"	"ENSG00000274631.1"	121	NA
"53505"	"ENSG00000274632.1"	237	NA
"53506"	"ENSG00000274637.1"	339	NA
"53507"	"ENSG00000274640.1"	67	SNORD109A
"53508"	"ENSG00000274641.1"	381	HIST1H2BO
"53509"	"ENSG00000274642.1"	853	NA
"53510"	"ENSG00000274647.1"	112	NA
"53511"	"ENSG00000274649.1"	469	NA
"53512"	"ENSG00000274652.1"	790	NA
"53513"	"ENSG00000274653.1"	512	NA
"53514"	"ENSG00000274654.1"	749	NA
"53515"	"ENSG00000274655.1"	68	NA
"53516"	"ENSG00000274656.1"	291	NA
"53517"	"ENSG00000274658.1"	1426	NA
"53518"	"ENSG00000274659.1"	567	NA
"53519"	"ENSG00000274660.1"	315	NA
"53520"	"ENSG00000274662.1"	284	NA
"53521"	"ENSG00000274663.1"	87	NA
"53522"	"ENSG00000274664.1"	511	NA
"53523"	"ENSG00000274666.1"	439	NA
"53524"	"ENSG00000274667.1"	680	NA
"53525"	"ENSG00000274670.1"	240	NA
"53526"	"ENSG00000274677.1"	612	NA
"53527"	"ENSG00000274678.1"	547	NA
"53528"	"ENSG00000274680.1"	1239	NA
"53529"	"ENSG00000274682.1"	501	NA
"53530"	"ENSG00000274685.1"	134	NA
"53531"	"ENSG00000274686.1"	268	NA
"53532"	"ENSG00000274688.1"	217	NA
"53533"	"ENSG00000274691.1"	103	NA
"53534"	"ENSG00000274693.1"	175	NA
"53535"	"ENSG00000274695.1"	744	NA
"53536"	"ENSG00000274697.1"	72	MIR6761
"53537"	"ENSG00000274698.1"	2036	NA
"53538"	"ENSG00000274701.1"	298	NA
"53539"	"ENSG00000274702.1"	274	NA
"53540"	"ENSG00000274704.1"	268	NA
"53541"	"ENSG00000274705.2"	68	MIR486-1
"53542"	"ENSG00000274709.1"	142	NA
"53543"	"ENSG00000274711.1"	264	NA
"53544"	"ENSG00000274712.1"	2005	NA
"53545"	"ENSG00000274713.1"	79	MIR7974
"53546"	"ENSG00000274716.1"	82	NA
"53547"	"ENSG00000274717.1"	1596	NA
"53548"	"ENSG00000274718.1"	2990	NA
"53549"	"ENSG00000274719.1"	420	NA
"53550"	"ENSG00000274721.1"	121	NA
"53551"	"ENSG00000274723.1"	815	NA
"53552"	"ENSG00000274727.1"	555	NA
"53553"	"ENSG00000274730.1"	130	NA
"53554"	"ENSG00000274732.1"	152	NA
"53555"	"ENSG00000274736.4"	738	CCL23
"53556"	"ENSG00000274737.1"	516	NA
"53557"	"ENSG00000274740.1"	62	NA
"53558"	"ENSG00000274742.1"	282	NA
"53559"	"ENSG00000274744.1"	1641	TCEB3CL2
"53560"	"ENSG00000274747.1"	303	NA
"53561"	"ENSG00000274748.1"	333	NA
"53562"	"ENSG00000274749.1"	721	KRTAP7-1
"53563"	"ENSG00000274750.2"	2679	HIST1H3E
"53564"	"ENSG00000274751.1"	3867	NA
"53565"	"ENSG00000274752.1"	409	NA
"53566"	"ENSG00000274755.1"	100	NA
"53567"	"ENSG00000274756.1"	864	NA
"53568"	"ENSG00000274758.1"	203	NA
"53569"	"ENSG00000274759.1"	127	NA
"53570"	"ENSG00000274760.1"	93	NA
"53571"	"ENSG00000274762.1"	518	NA
"53572"	"ENSG00000274764.5"	1863	PRAMEF27
"53573"	"ENSG00000274765.1"	435	NA
"53574"	"ENSG00000274766.1"	525	NA
"53575"	"ENSG00000274767.1"	1401	NA
"53576"	"ENSG00000274769.1"	1383	NA
"53577"	"ENSG00000274770.1"	109	MIR6128
"53578"	"ENSG00000274772.1"	296	NA
"53579"	"ENSG00000274775.2"	19907	NA
"53580"	"ENSG00000274776.1"	2599	NA
"53581"	"ENSG00000274777.1"	137	NA
"53582"	"ENSG00000274790.1"	101	NA
"53583"	"ENSG00000274791.1"	1116	F8A2
"53584"	"ENSG00000274797.1"	433	NA
"53585"	"ENSG00000274798.1"	163	NA
"53586"	"ENSG00000274799.1"	282	NA
"53587"	"ENSG00000274800.1"	616	NA
"53588"	"ENSG00000274805.1"	72	MIR6768
"53589"	"ENSG00000274808.5"	2844	TBC1D3B
"53590"	"ENSG00000274809.1"	100	MIR6078
"53591"	"ENSG00000274810.3"	8119	NPHP3-ACAD11
"53592"	"ENSG00000274813.1"	190	NA
"53593"	"ENSG00000274814.1"	208	NA
"53594"	"ENSG00000274816.1"	64	MIR6772
"53595"	"ENSG00000274817.1"	177	NA
"53596"	"ENSG00000274818.1"	455	NA
"53597"	"ENSG00000274819.1"	268	NA
"53598"	"ENSG00000274820.1"	403	NA
"53599"	"ENSG00000274822.1"	86	MIR6762
"53600"	"ENSG00000274823.1"	514	NA
"53601"	"ENSG00000274824.1"	54	MIR7152
"53602"	"ENSG00000274825.1"	638	NA
"53603"	"ENSG00000274827.4"	4414	NA
"53604"	"ENSG00000274828.1"	2072	NA
"53605"	"ENSG00000274832.1"	236	NA
"53606"	"ENSG00000274833.1"	352	NA
"53607"	"ENSG00000274834.1"	402	NA
"53608"	"ENSG00000274835.1"	280	NA
"53609"	"ENSG00000274836.1"	161	NA
"53610"	"ENSG00000274837.1"	371	NA
"53611"	"ENSG00000274838.1"	66	MIR6788
"53612"	"ENSG00000274840.4"	339	NA
"53613"	"ENSG00000274841.1"	281	NA
"53614"	"ENSG00000274844.1"	349	NA
"53615"	"ENSG00000274845.1"	182	NA
"53616"	"ENSG00000274848.1"	273	NA
"53617"	"ENSG00000274849.1"	449	NA
"53618"	"ENSG00000274852.1"	261	NA
"53619"	"ENSG00000274855.1"	106	NA
"53620"	"ENSG00000274859.1"	328	NA
"53621"	"ENSG00000274860.1"	282	NA
"53622"	"ENSG00000274862.1"	191	NA
"53623"	"ENSG00000274863.1"	998	NA
"53624"	"ENSG00000274864.1"	59	NA
"53625"	"ENSG00000274866.1"	69	NA
"53626"	"ENSG00000274867.1"	579	NA
"53627"	"ENSG00000274868.1"	90	NA
"53628"	"ENSG00000274869.1"	1216	NA
"53629"	"ENSG00000274874.1"	504	NA
"53630"	"ENSG00000274878.1"	73	NA
"53631"	"ENSG00000274879.1"	179	NA
"53632"	"ENSG00000274883.1"	278	NA
"53633"	"ENSG00000274884.1"	87	NA
"53634"	"ENSG00000274885.1"	480	NA
"53635"	"ENSG00000274886.1"	177	NA
"53636"	"ENSG00000274892.1"	525	NA
"53637"	"ENSG00000274893.1"	2254	NA
"53638"	"ENSG00000274895.1"	2627	NA
"53639"	"ENSG00000274897.2"	1680	PANO1
"53640"	"ENSG00000274898.1"	539	NA
"53641"	"ENSG00000274899.1"	415	NA
"53642"	"ENSG00000274901.1"	247	NA
"53643"	"ENSG00000274902.1"	444	NA
"53644"	"ENSG00000274903.1"	188	NA
"53645"	"ENSG00000274904.1"	520	NA
"53646"	"ENSG00000274911.1"	655	NA
"53647"	"ENSG00000274915.1"	118	NA
"53648"	"ENSG00000274916.1"	394	NA
"53649"	"ENSG00000274918.1"	453	NA
"53650"	"ENSG00000274919.1"	384	NA
"53651"	"ENSG00000274922.1"	3047	NA
"53652"	"ENSG00000274923.1"	209	NA
"53653"	"ENSG00000274925.1"	3115	NA
"53654"	"ENSG00000274927.1"	1232	NA
"53655"	"ENSG00000274928.6"	1493	NA
"53656"	"ENSG00000274929.1"	587	NA
"53657"	"ENSG00000274930.1"	605	NA
"53658"	"ENSG00000274932.1"	94	MIR7150
"53659"	"ENSG00000274933.5"	2288	TBC1D3I
"53660"	"ENSG00000274934.1"	167	NA
"53661"	"ENSG00000274937.1"	834	NA
"53662"	"ENSG00000274940.1"	89	MIR8083
"53663"	"ENSG00000274943.1"	437	NA
"53664"	"ENSG00000274944.4"	3251	MYCBP
"53665"	"ENSG00000274949.1"	562	NA
"53666"	"ENSG00000274954.1"	293	NA
"53667"	"ENSG00000274956.2"	7040	UG0898H09
"53668"	"ENSG00000274959.1"	798	NA
"53669"	"ENSG00000274962.1"	1221	NA
"53670"	"ENSG00000274963.1"	299	NA
"53671"	"ENSG00000274964.1"	1357	NA
"53672"	"ENSG00000274966.1"	478	NA
"53673"	"ENSG00000274967.1"	112	NA
"53674"	"ENSG00000274969.1"	60	MIR6771
"53675"	"ENSG00000274970.1"	986	NA
"53676"	"ENSG00000274973.1"	366	NA
"53677"	"ENSG00000274975.1"	73	MIR6735
"53678"	"ENSG00000274976.1"	426	NA
"53679"	"ENSG00000274977.1"	482	NA
"53680"	"ENSG00000274978.1"	134	RNU11
"53681"	"ENSG00000274979.1"	5309	NA
"53682"	"ENSG00000274984.1"	102	NA
"53683"	"ENSG00000274985.1"	537	NA
"53684"	"ENSG00000274986.1"	75	MIR6750
"53685"	"ENSG00000274987.1"	582	NA
"53686"	"ENSG00000274988.1"	73	MIR6876
"53687"	"ENSG00000274993.1"	2555	LOC105375431
"53688"	"ENSG00000274994.1"	82	MIR8056
"53689"	"ENSG00000274995.1"	707	NA
"53690"	"ENSG00000274996.1"	571	NA
"53691"	"ENSG00000274997.1"	387	HIST1H2AH
"53692"	"ENSG00000274998.1"	133	SNORA17A
"53693"	"ENSG00000274999.1"	69	MIR8052
"53694"	"ENSG00000275001.1"	182	NA
"53695"	"ENSG00000275002.1"	546	NA
"53696"	"ENSG00000275004.3"	5723	ZNF280B
"53697"	"ENSG00000275005.1"	568	NA
"53698"	"ENSG00000275006.1"	102	NA
"53699"	"ENSG00000275011.1"	1305	NA
"53700"	"ENSG00000275012.1"	130	NA
"53701"	"ENSG00000275014.1"	280	NA
"53702"	"ENSG00000275015.1"	244	NA
"53703"	"ENSG00000275016.4"	1382	NA
"53704"	"ENSG00000275017.1"	471	NA
"53705"	"ENSG00000275022.1"	164	MIR6753
"53706"	"ENSG00000275023.4"	13315	MLLT6
"53707"	"ENSG00000275024.1"	534	NA
"53708"	"ENSG00000275025.1"	440	NA
"53709"	"ENSG00000275026.1"	2197	NA
"53710"	"ENSG00000275029.1"	857	NA
"53711"	"ENSG00000275030.1"	107	NA
"53712"	"ENSG00000275033.1"	119	NA
"53713"	"ENSG00000275034.2"	2527	c("LOC102723655", "TP53TG3E")
"53714"	"ENSG00000275036.1"	93	MIR8086
"53715"	"ENSG00000275038.1"	2775	LOC728145
"53716"	"ENSG00000275040.1"	642	NA
"53717"	"ENSG00000275041.1"	284	NA
"53718"	"ENSG00000275043.1"	69	SNORD25
"53719"	"ENSG00000275046.1"	163	NA
"53720"	"ENSG00000275048.1"	367	NA
"53721"	"ENSG00000275052.4"	8217	PPP4R3B
"53722"	"ENSG00000275054.1"	74	NA
"53723"	"ENSG00000275055.1"	748	NA
"53724"	"ENSG00000275056.1"	1091	NA
"53725"	"ENSG00000275060.1"	3800	NA
"53726"	"ENSG00000275061.2"	233	NA
"53727"	"ENSG00000275064.1"	1270	NA
"53728"	"ENSG00000275066.4"	14277	SYNRG
"53729"	"ENSG00000275067.1"	66	MIR6825
"53730"	"ENSG00000275068.1"	106	NA
"53731"	"ENSG00000275069.1"	121	NA
"53732"	"ENSG00000275070.1"	293	NA
"53733"	"ENSG00000275071.1"	160	NA
"53734"	"ENSG00000275072.1"	70	SNORD50B
"53735"	"ENSG00000275074.1"	1756	NUDT18
"53736"	"ENSG00000275075.1"	99	NA
"53737"	"ENSG00000275078.1"	271	NA
"53738"	"ENSG00000275084.3"	222	SNORD91B
"53739"	"ENSG00000275088.1"	3306	NA
"53740"	"ENSG00000275090.1"	299	NA
"53741"	"ENSG00000275091.1"	352	NA
"53742"	"ENSG00000275092.1"	722	NA
"53743"	"ENSG00000275094.1"	484	NA
"53744"	"ENSG00000275097.1"	474	NA
"53745"	"ENSG00000275101.1"	72	MIR6766
"53746"	"ENSG00000275103.1"	361	NA
"53747"	"ENSG00000275106.1"	790	NA
"53748"	"ENSG00000275107.1"	69	MIR6782
"53749"	"ENSG00000275108.1"	63	NA
"53750"	"ENSG00000275109.1"	61	MIR6504
"53751"	"ENSG00000275110.1"	49	MIR6087
"53752"	"ENSG00000275111.4"	3996	ZNF2
"53753"	"ENSG00000275113.1"	403	GAGE12B
"53754"	"ENSG00000275115.1"	261	NA
"53755"	"ENSG00000275119.1"	512	NA
"53756"	"ENSG00000275120.2"	3667	NA
"53757"	"ENSG00000275121.1"	113	NA
"53758"	"ENSG00000275126.1"	312	HIST1H4L
"53759"	"ENSG00000275127.1"	92	SNORD116-22
"53760"	"ENSG00000275128.1"	296	NA
"53761"	"ENSG00000275129.1"	109	NA
"53762"	"ENSG00000275130.1"	126	NA
"53763"	"ENSG00000275131.2"	9026	NA
"53764"	"ENSG00000275132.1"	299	NA
"53765"	"ENSG00000275134.1"	122	NA
"53766"	"ENSG00000275138.1"	239	NA
"53767"	"ENSG00000275139.1"	3955	NA
"53768"	"ENSG00000275140.1"	576	NA
"53769"	"ENSG00000275141.1"	67	MIR6888
"53770"	"ENSG00000275142.1"	394	NA
"53771"	"ENSG00000275143.1"	187	SCARNA16
"53772"	"ENSG00000275144.1"	868	NA
"53773"	"ENSG00000275146.1"	80	NA
"53774"	"ENSG00000275152.4"	1744	CCL16
"53775"	"ENSG00000275154.1"	216	NA
"53776"	"ENSG00000275155.1"	615	NA
"53777"	"ENSG00000275157.1"	122	NA
"53778"	"ENSG00000275158.1"	411	NA
"53779"	"ENSG00000275160.1"	589	NA
"53780"	"ENSG00000275161.1"	204	NA
"53781"	"ENSG00000275162.1"	341	NA
"53782"	"ENSG00000275163.1"	1391	KCNMB2
"53783"	"ENSG00000275166.1"	70	MIR6814
"53784"	"ENSG00000275167.1"	61	MIR6815
"53785"	"ENSG00000275170.1"	856	NA
"53786"	"ENSG00000275173.1"	478	NA
"53787"	"ENSG00000275174.1"	107	NA
"53788"	"ENSG00000275175.1"	395	NA
"53789"	"ENSG00000275178.1"	361	NA
"53790"	"ENSG00000275179.1"	673	NA
"53791"	"ENSG00000275180.1"	491	NA
"53792"	"ENSG00000275183.1"	1916	LENG9
"53793"	"ENSG00000275185.1"	542	NA
"53794"	"ENSG00000275186.1"	568	NA
"53795"	"ENSG00000275191.1"	561	NA
"53796"	"ENSG00000275194.1"	330	NA
"53797"	"ENSG00000275197.1"	563	NA
"53798"	"ENSG00000275198.1"	4609	NA
"53799"	"ENSG00000275201.1"	208	NA
"53800"	"ENSG00000275202.1"	1101	NA
"53801"	"ENSG00000275206.1"	171	NA
"53802"	"ENSG00000275207.1"	113	MIR6740
"53803"	"ENSG00000275208.1"	127	MIR6745
"53804"	"ENSG00000275210.1"	1734	NA
"53805"	"ENSG00000275212.1"	677	NA
"53806"	"ENSG00000275213.1"	290	NA
"53807"	"ENSG00000275215.1"	153	RNA5-8S5
"53808"	"ENSG00000275216.1"	4205	NA
"53809"	"ENSG00000275217.2"	648	NA
"53810"	"ENSG00000275219.1"	191	NA
"53811"	"ENSG00000275221.1"	393	HIST1H2AK
"53812"	"ENSG00000275222.1"	252	NA
"53813"	"ENSG00000275223.1"	723	NA
"53814"	"ENSG00000275226.1"	3314	LINC00547
"53815"	"ENSG00000275227.1"	181	NA
"53816"	"ENSG00000275228.1"	531	NA
"53817"	"ENSG00000275229.1"	146	NA
"53818"	"ENSG00000275230.1"	284	NA
"53819"	"ENSG00000275231.1"	107	NA
"53820"	"ENSG00000275232.1"	464	NA
"53821"	"ENSG00000275234.1"	688	NA
"53822"	"ENSG00000275236.1"	1460	NA
"53823"	"ENSG00000275238.1"	70	MIR4734
"53824"	"ENSG00000275239.4"	1123	c("LOC105376064", "LOC105379447")
"53825"	"ENSG00000275243.1"	347	NA
"53826"	"ENSG00000275248.1"	552	NA
"53827"	"ENSG00000275250.1"	329	NA
"53828"	"ENSG00000275254.1"	147	NA
"53829"	"ENSG00000275256.1"	196	NA
"53830"	"ENSG00000275259.1"	67	MIR6511A1
"53831"	"ENSG00000275263.1"	328	NA
"53832"	"ENSG00000275265.1"	455	NA
"53833"	"ENSG00000275266.1"	71	NA
"53834"	"ENSG00000275268.1"	61	NA
"53835"	"ENSG00000275273.1"	68	MIR6780A
"53836"	"ENSG00000275278.1"	544	NA
"53837"	"ENSG00000275280.1"	385	NA
"53838"	"ENSG00000275285.1"	378	NA
"53839"	"ENSG00000275286.1"	543	NA
"53840"	"ENSG00000275287.5"	290	NA
"53841"	"ENSG00000275287.5_PAR_Y"	290	NA
"53842"	"ENSG00000275291.1"	162	NA
"53843"	"ENSG00000275293.1"	320	NA
"53844"	"ENSG00000275294.4"	1098	NA
"53845"	"ENSG00000275295.1"	637	NA
"53846"	"ENSG00000275296.1"	406	NA
"53847"	"ENSG00000275297.1"	1855	NA
"53848"	"ENSG00000275302.1"	2032	CCL4
"53849"	"ENSG00000275305.1"	119	NA
"53850"	"ENSG00000275307.1"	181	NA
"53851"	"ENSG00000275310.1"	249	NA
"53852"	"ENSG00000275312.1"	217	NA
"53853"	"ENSG00000275314.1"	559	NA
"53854"	"ENSG00000275315.1"	124	NA
"53855"	"ENSG00000275318.1"	734	NA
"53856"	"ENSG00000275319.1"	316	NA
"53857"	"ENSG00000275320.1"	572	NA
"53858"	"ENSG00000275322.1"	1133	NA
"53859"	"ENSG00000275325.4"	1283	NA
"53860"	"ENSG00000275327.1"	290	NA
"53861"	"ENSG00000275328.1"	713	NA
"53862"	"ENSG00000275329.1"	1843	NA
"53863"	"ENSG00000275332.1"	433	NA
"53864"	"ENSG00000275334.1"	55	MIR5787
"53865"	"ENSG00000275335.1"	86	MIR8088
"53866"	"ENSG00000275337.1"	299	NA
"53867"	"ENSG00000275339.1"	255	NA
"53868"	"ENSG00000275340.1"	3869	FGD5P1
"53869"	"ENSG00000275342.4"	4904	SGK223
"53870"	"ENSG00000275343.1"	324	NA
"53871"	"ENSG00000275344.1"	86	MIR6503
"53872"	"ENSG00000275345.1"	413	NA
"53873"	"ENSG00000275348.1"	240	NA
